project_id,sector,state_region,executing_agency,start_date,original_completion_date,physical_progress_pct,land_acquisition_pct,env_clearance_status,litigation_active,contractor_tier,original_budget_cr,delay_months,revised_budget_cr,expenditure_todate_cr,financial_progress_pct,cost_overrun_pct,risk_level,geo_latitude,geo_longitude,revised_completion_date
PRJ-IN-2026-3584,Power & Energy,West,NTPC,2021-07-21,2025-01-19,83.1648839673933,90.57546664509405,Cleared,True,Tier 2,3040.055857971529,60,3040.055857971529,2335.046527581141,76.80932971867156,0.0,Low Risk,20.507636768559482,71.54649238131594,2030-01-19
PRJ-IN-2026-3585,Water Resources,East,CWD,2023-02-12,2025-05-13,92.47075814171032,88.83073798353671,Cleared,False,Tier 3,368.311092752783,11,368.311092752783,116.59445421809089,31.656514428239387,0.0,Low Risk,12.983348635748074,90.08141011250217,2026-04-12
PRJ-IN-2026-3586,Urban Metro,North-East,PWD,2020-11-16,2023-08-17,8.00873215437382,65.22018301792237,In-Review,False,Tier 2,76.331978215289,49,76.331978215289,25.19621823721972,33.00873215437382,0.0,Low Risk,30.736560522811345,74.24514149500227,2027-09-16
PRJ-IN-2026-3587,Railways,East,Railways,2022-07-26,2025-04-25,4.71888016672195,73.97247117470029,Cleared,False,Tier 3,815.3625700475645,60,937.6669555546991,278.664118884251,29.718880166721952,14.999999999999991,Medium Risk,24.85804727458764,85.63181600480678,2030-04-25
PRJ-IN-2026-3588,Railways,West,Railways,2018-01-11,2021-06-12,36.27350076086101,73.11803385251714,Cleared,False,Tier 2,4025.5780921350733,8,4025.5780921350733,2466.6126229134384,61.27350076086101,0.0,Low Risk,29.648787388551206,91.94941371621626,2022-02-10
PRJ-IN-2026-3589,Urban Metro,West,DMRC,2023-09-15,2025-11-14,81.01033334025264,86.17485030230844,Cleared,False,Tier 1,461.41671395471525,0,461.41671395471525,194.26580137594803,42.10202957559397,0.0,Low Risk,35.136300021950845,96.94377554237273,2025-11-14
PRJ-IN-2026-3590,Highways,East,PWD,2024-12-21,2026-06-21,90.74029476090318,81.1539243879874,Cleared,False,Tier 3,227.796108033737,2,227.796108033737,42.39973551792143,18.613020162592925,0.0,Low Risk,10.882562983302595,79.53478078460644,2026-08-20
PRJ-IN-2026-3591,Urban Metro,North,DMRC,2018-04-24,2021-09-23,16.845087754549372,69.12059911073759,Cleared,False,Tier 3,50.0,1,51.88246572706886,21.710263312715966,41.84508775454937,3.7649314541377237,Low Risk,23.697044231344385,95.26734367281418,2021-10-23
PRJ-IN-2026-3592,Railways,West,Railways,2018-08-24,2022-01-23,28.575972056892475,55.12513096723106,In-Review,False,Tier 2,218.03432676702866,34,256.56528861187456,137.45734733438346,53.575972056892475,17.671970471886535,Medium Risk,13.611270563770056,85.3905043382978,2024-11-22
PRJ-IN-2026-3593,Urban Metro,West,DMRC,2019-02-03,2022-03-05,90.19617710427077,82.41350505647726,Cleared,False,Tier 3,55.69429180127564,41,55.69429180127564,31.243142906330043,56.09756744516938,0.0,Low Risk,8.667476783593854,75.21737776668718,2025-08-04
PRJ-IN-2026-3594,Highways,North,PWD,2022-11-12,2026-10-12,57.58163552780046,73.50334391723571,Cleared,False,Tier 1,348.13063771652577,17,348.13063771652577,164.49930358571623,47.252176557831135,0.0,Low Risk,27.05359489690548,88.29531375232901,2028-03-12
PRJ-IN-2026-3595,Highways,West,PWD,2024-02-03,2026-11-03,40.769631609755194,67.60537208599645,In-Review,False,Tier 3,50.0,12,50.58147628084148,25.874726543476235,51.154549938030755,1.1629525616829568,Low Risk,27.753305204836053,92.03528172161464,2027-11-03
PRJ-IN-2026-3596,Ports & Shipping,East,PWD,2024-08-01,2027-11-01,24.353486004671087,56.948906883307956,Pending,False,Tier 1,487.89503581748295,54,561.0792911901053,94.96649278302232,16.925681320654142,14.999999999999986,Medium Risk,8.757346449832601,88.16399815519958,2032-05-01
PRJ-IN-2026-3597,Water Resources,South,PWD,2024-04-01,2026-10-31,11.289516060948257,66.36043546615177,In-Review,False,Tier 1,50.0,0,50.0,18.14475803047413,36.28951606094826,0.0,Low Risk,29.820319616801278,69.56401097420789,2026-10-31
PRJ-IN-2026-3598,Water Resources,North-East,CWD,2022-08-14,2025-04-14,10.844937509169661,55.44978703720598,Cleared,False,Tier 2,271.5835710567945,29,348.0324429737067,124.75201169556169,35.84493750916966,28.149299171312887,High Risk,24.15876947785925,82.84151476687352,2027-09-13
PRJ-IN-2026-3599,Ports & Shipping,South,PWD,2023-08-15,2026-12-14,67.40742573635015,84.97585245375947,In-Review,False,Tier 1,1589.447357362511,0,1589.447357362511,574.7036083797522,36.15744841863784,0.0,Low Risk,22.83161343399734,84.9906625644664,2026-12-14
PRJ-IN-2026-3600,Railways,West,Railways,2020-03-28,2025-06-27,72.04143021995975,81.11509961047362,Cleared,False,Tier 1,79.67935443294682,0,79.67935443294682,68.0076953646411,85.35171481826215,0.0,Low Risk,11.981040843563617,95.30682140450023,2025-06-27
PRJ-IN-2026-3601,Highways,West,NHAI,2023-12-19,2027-08-19,36.568451593042106,31.620519555363746,Cleared,False,Tier 1,110.49284960182395,23,127.06677704209753,78.23304711400256,61.568451593042106,14.999999999999988,Medium Risk,33.884529713252405,81.17969066316154,2029-07-19
PRJ-IN-2026-3602,Highways,North,PWD,2019-06-19,2022-12-18,60.60002646203979,92.6827471505867,Cleared,False,Tier 3,379.59956315523493,22,379.59956315523493,214.64757156858406,56.54578993306303,0.0,Low Risk,11.701115203250918,86.35495498057786,2024-10-17
PRJ-IN-2026-3603,Railways,East,Railways,2025-09-16,2029-06-16,15.60346055864944,72.9162887428734,Cleared,True,Tier 2,127.24328732263074,54,127.24328732263074,20.42867747326968,16.054817431328935,0.0,Low Risk,33.65000797904904,96.68494718974965,2033-12-15
PRJ-IN-2026-3604,Highways,South,NHAI,2018-05-03,2019-05-03,2.0953578565168884,72.47751364662913,Cleared,False,Tier 3,1022.3552444237005,37,1175.7085310872556,318.56243384769,27.095357856516888,15.000000000000002,Medium Risk,26.876496315787115,92.53815497708274,2022-06-02
PRJ-IN-2026-3605,Water Resources,North,CWD,2025-07-22,2028-10-21,9.9825842346144,71.22209094470503,Cleared,False,Tier 1,175.30229765360096,8,175.30229765360096,61.32527394188542,34.9825842346144,0.0,Low Risk,29.830280770936632,69.83221762118195,2029-06-21
PRJ-IN-2026-3606,Highways,West,NHAI,2021-09-07,2025-07-08,10.58604407146585,79.59031973140182,Cleared,False,Tier 2,782.9299059259797,57,782.9299059259797,278.61378137150524,35.58604407146585,0.0,Low Risk,20.290809939786186,74.87313051056807,2030-04-08
PRJ-IN-2026-3607,Highways,North,PWD,2023-02-27,2026-03-29,98.4770607250151,92.46617987907682,Cleared,False,Tier 1,434.38855476343264,0,434.38855476343264,70.84703559403862,16.309599969230728,0.0,Low Risk,31.322578794602215,91.60922067559915,2026-03-29
PRJ-IN-2026-3608,Highways,North-East,NHAI,2019-04-12,2022-03-12,23.60136413761138,87.50589111884402,Cleared,True,Tier 1,259.9613905253368,58,298.9555991041373,114.98617225960062,38.46262542135786,14.999999999999996,Medium Risk,34.5736555554863,69.00465972466964,2027-01-10
PRJ-IN-2026-3609,Highways,South,NHAI,2020-07-22,2022-07-22,13.41246119266587,87.56178212206413,Cleared,False,Tier 3,290.3004948023977,28,290.3004948023977,74.59661065585945,25.696342924470734,0.0,Low Risk,11.165677358348631,79.1573037580137,2024-11-20
PRJ-IN-2026-3610,Highways,South,PWD,2024-11-24,2027-05-26,79.5386913518801,94.71125527333979,Cleared,False,Tier 1,375.00632038534775,41,375.00632038534775,56.87775121650635,15.167144691870819,0.0,Low Risk,28.357838200945714,79.22301074524033,2030-10-25
PRJ-IN-2026-3611,Power & Energy,North-East,NTPC,2018-02-11,2020-03-13,36.666012112991034,69.91490560091547,In-Review,False,Tier 3,155.0251655188417,58,221.65106957488317,136.68337541262164,61.666012112991034,42.97747648458003,Critical,24.24078516482555,88.99768405363108,2025-01-11
PRJ-IN-2026-3612,Railways,East,Railways,2019-07-15,2023-06-14,20.62608800494541,75.9276287309078,In-Review,True,Tier 2,1000.8661457558995,44,1000.8661457558995,456.6560684742919,45.62608800494541,0.0,Low Risk,26.099473637183763,89.57651185918792,2027-02-12
PRJ-IN-2026-3613,Power & Energy,West,PWD,2023-01-20,2027-07-21,22.037334795864393,84.80125197222283,Cleared,False,Tier 1,52.41093995493147,0,52.41093995493147,24.652709296260575,47.037334795864396,0.0,Low Risk,15.919649528603705,68.74371471369719,2027-07-21
PRJ-IN-2026-3614,Water Resources,West,CWD,2024-06-07,2029-05-07,13.903829426831793,70.35148535090697,Cleared,False,Tier 3,1686.9919725696273,40,1686.9919725696273,588.8670694272791,34.906335003498356,0.0,Low Risk,20.01256646880809,89.4605391963579,2032-09-05
PRJ-IN-2026-3615,Power & Energy,North-East,NTPC,2021-06-14,2023-07-15,7.990537220593675,54.80418086261576,Cleared,False,Tier 2,52.49801012027021,60,52.49801012027021,12.753085045135885,24.29251130837003,0.0,Low Risk,17.64824654092559,88.1890415462746,2028-07-14
PRJ-IN-2026-3616,Power & Energy,North,PWD,2018-09-13,2020-12-12,68.0136102043478,86.61574617182569,Cleared,True,Tier 1,843.4000831563177,47,843.4000831563177,443.7708179363338,52.61688097961502,0.0,Low Risk,22.09315267855311,75.363307708194,2024-11-11
PRJ-IN-2026-3617,Railways,North,Railways,2019-03-06,2021-06-04,43.99833321691732,54.64411025634699,In-Review,False,Tier 2,2519.2680352979573,33,2519.2680352979573,499.9092688724409,19.843433166622777,0.0,Low Risk,31.328174903542823,72.44611127734093,2024-03-04
PRJ-IN-2026-3618,Highways,North-East,PWD,2025-02-14,2027-01-15,14.843966422401456,51.01348671627181,In-Review,False,Tier 1,1948.0637157403605,24,1948.0637157403605,776.1858527865754,39.84396642240146,0.0,Low Risk,21.581529096340102,78.15370246094218,2029-01-14
PRJ-IN-2026-3619,Railways,North,Railways,2019-09-21,2021-08-21,79.24453720630767,88.8807935928883,Cleared,False,Tier 3,50.0,21,50.0,26.402331606744955,52.80466321348991,0.0,Low Risk,10.033196211770287,84.55438632211707,2023-05-22
PRJ-IN-2026-3620,Ports & Shipping,West,PWD,2022-08-18,2025-01-16,1.9125089622585856,49.39629109198335,Cleared,False,Tier 2,258.6434768640932,16,258.6434768640932,69.6074488913463,26.912508962258585,0.0,Low Risk,19.031168425322498,92.50706367800083,2026-05-18
PRJ-IN-2026-3621,Power & Energy,West,PWD,2025-06-29,2029-04-29,43.063786623488824,78.85659548271879,Cleared,False,Tier 2,252.77867810614205,45,240.86962841649498,132.21697787673872,54.89151070890447,-4.71125562443461,Low Risk,19.554076021200537,87.99700961617759,2033-01-27
PRJ-IN-2026-3622,Highways,East,PWD,2021-01-02,2023-04-03,12.730552423499663,83.58918800742374,Cleared,False,Tier 1,1705.4536458523442,3,1705.4536458523442,643.477081906805,37.73055242349966,0.0,Low Risk,11.741759941665194,75.50423430602004,2023-07-03
PRJ-IN-2026-3623,Railways,West,Railways,2018-07-13,2022-07-13,2.777122682802169,94.11292006756311,Cleared,False,Tier 2,50.0,17,62.86719045891793,15.26203164545916,24.276624315560117,25.734380917835864,High Risk,31.315222001043345,69.82382219395835,2023-12-12
PRJ-IN-2026-3624,Urban Metro,North-East,DMRC,2024-07-03,2028-11-01,55.06622969105741,52.79536112983831,Pending,False,Tier 2,234.5115510524406,60,234.5115510524406,99.43755547376821,42.40198618256222,0.0,Low Risk,20.211179599944337,85.6756814750976,2033-11-01
PRJ-IN-2026-3625,Power & Energy,North,NTPC,2024-04-19,2027-07-20,15.5433016431884,73.98525458078755,Cleared,False,Tier 2,78.9772230999503,60,78.9772230999503,30.917489769025522,39.147349774374355,0.0,Low Risk,20.196909819088575,89.31961965778899,2032-07-19
PRJ-IN-2026-3626,Power & Energy,West,NTPC,2023-03-18,2027-05-18,6.851742291924056,78.50584671799294,Cleared,False,Tier 1,316.3734130942073,9,316.3734130942073,100.77044421893123,31.851742291924054,0.0,Low Risk,9.796952629757733,96.2075435003892,2028-02-15
PRJ-IN-2026-3627,Water Resources,West,PWD,2025-03-20,2026-10-19,47.87720409162798,37.87790558801191,Cleared,False,Tier 1,127.2616853589864,53,127.2616853589864,69.18861005020909,54.36719610858386,0.0,Low Risk,24.624560148429495,81.24674590968591,2031-03-20
PRJ-IN-2026-3628,Power & Energy,South,PWD,2024-03-16,2026-08-15,84.36361171154982,92.51583074150159,Cleared,False,Tier 3,300.5006769468622,14,300.5006769468622,156.02486808666907,51.92163614135854,0.0,Low Risk,15.836599183289014,71.58479367704797,2027-10-15
PRJ-IN-2026-3629,Power & Energy,North-East,NTPC,2023-07-05,2026-09-03,48.56288497777719,87.44711225717386,Pending,False,Tier 3,157.35563248000489,59,157.35563248000489,30.896870436783395,19.635058465866766,0.0,Low Risk,10.078830203113162,91.78167520959977,2031-08-03
PRJ-IN-2026-3630,Highways,East,PWD,2020-09-01,2023-11-01,7.965427475910502,98.7751759004182,Cleared,False,Tier 2,50.0,0,50.0,16.48271373795525,32.9654274759105,0.0,Low Risk,16.745943419374772,68.92160302330936,2023-11-01
PRJ-IN-2026-3631,Highways,North,PWD,2018-06-29,2022-11-28,30.4356773932413,46.485467885071294,In-Review,False,Tier 3,796.4606189510278,34,796.4606189510278,441.5233392859046,55.4356773932413,0.0,Low Risk,17.352222493961555,74.96667616727633,2025-09-27
PRJ-IN-2026-3632,Ports & Shipping,North-East,PWD,2023-10-23,2025-10-22,44.609250474883765,49.60404707459447,Cleared,False,Tier 3,50.0,60,50.0,17.68818848428582,35.37637696857164,0.0,Low Risk,30.7356490478548,85.67905045537587,2030-10-22
PRJ-IN-2026-3633,Power & Energy,North-East,NTPC,2024-10-07,2027-03-08,28.115575550989348,86.84684862186708,In-Review,False,Tier 2,292.9115630954354,37,537.6099629878536,281.10823695877747,52.28850957234374,83.5400273401605,Critical,12.695371025545928,80.22043809780453,2030-04-07
PRJ-IN-2026-3634,Railways,North,Railways,2023-07-25,2026-05-24,33.753644674244754,82.15270266836723,Cleared,False,Tier 1,167.66363532934105,14,167.66363532934105,98.50849654932253,58.753644674244754,0.0,Low Risk,14.997913123013516,68.72907499158448,2027-07-24
PRJ-IN-2026-3635,Power & Energy,West,NTPC,2023-03-24,2025-08-22,50.01682706641224,93.72048474947675,Cleared,False,Tier 2,541.364354920179,6,541.364354920179,229.4453964822821,42.38280455611313,0.0,Low Risk,18.496097600119903,82.49162145939928,2026-02-20
PRJ-IN-2026-3636,Highways,South,NHAI,2023-09-30,2025-08-30,94.24699973358847,94.84238896084413,In-Review,False,Tier 1,3300.2582179930273,5,3300.2582179930273,1877.2382593161296,56.88155699700756,0.0,Low Risk,29.98355289992574,75.79971517855515,2026-01-29
PRJ-IN-2026-3637,Urban Metro,North,PWD,2020-03-20,2022-09-19,80.4849914322963,94.21047030392674,Cleared,False,Tier 2,50.0,8,50.0,11.51881603989413,23.03763207978826,0.0,Low Risk,15.065102975254565,90.46107247123273,2023-05-20
PRJ-IN-2026-3638,Highways,South,NHAI,2018-12-08,2021-09-07,20.43764290445815,74.02400179995853,Cleared,False,Tier 2,115.4449770433818,20,150.08064648393045,68.19310821807055,45.43764290445815,30.001885164335295,High Risk,9.69433666014657,72.59909296818543,2023-05-08
PRJ-IN-2026-3639,Urban Metro,North-East,PWD,2023-01-14,2027-06-15,78.52583237851091,98.09179242000369,Cleared,False,Tier 2,187.55307092291608,18,187.55307092291608,50.38769470784532,26.865832939922672,0.0,Low Risk,10.786695322626725,75.97074966443165,2028-12-13
PRJ-IN-2026-3640,Railways,North,Railways,2025-07-18,2027-06-18,39.45445422889281,97.02766676395716,Cleared,False,Tier 2,98.87667331175659,27,98.87667331175659,42.43653210922885,42.91864874481278,0.0,Low Risk,19.099533487644223,72.86833393385716,2029-09-16
PRJ-IN-2026-3641,Highways,North,PWD,2019-02-03,2022-11-03,81.57161947828841,77.46567436948283,Pending,False,Tier 2,568.6495363805199,33,732.0282991367304,161.82903658441086,22.106937228417713,28.731011335404194,High Risk,22.240209377157793,92.73144389940083,2025-08-03
PRJ-IN-2026-3642,Highways,West,PWD,2018-07-28,2022-10-27,61.710713186563936,77.06855244006402,Cleared,False,Tier 3,235.50057457687,0,235.50057457687,93.02550435128023,39.5011793573844,0.0,Low Risk,12.985649851400709,89.33065344141353,2022-10-27
PRJ-IN-2026-3643,Urban Metro,East,PWD,2023-08-30,2026-01-28,67.89843135317291,80.81771275384826,In-Review,False,Tier 1,100.9566170538865,0,100.9566170538865,49.226726405217995,48.760277277261366,0.0,Low Risk,26.497068091428027,96.05315174719499,2026-01-28
PRJ-IN-2026-3644,Highways,North,PWD,2021-05-19,2024-08-18,36.21022140918178,35.47163608479805,In-Review,False,Tier 2,71.8731400911314,7,90.28010858147422,17.753298153588073,19.664684095463205,25.610358009965534,Medium Risk,32.77557164324226,91.54837581391472,2025-03-19
PRJ-IN-2026-3645,Highways,South,NHAI,2025-03-23,2028-09-21,71.31916067797837,90.08849388645058,Cleared,False,Tier 2,50.0,60,50.0,16.98164774838002,33.96329549676004,0.0,Low Risk,28.01967819374653,84.3178953910515,2033-09-21
PRJ-IN-2026-3646,Urban Metro,West,PWD,2021-10-10,2025-02-08,56.56903550395464,71.91373783573663,Cleared,False,Tier 2,514.74555355303,16,514.74555355303,379.20608836280655,73.66864769308592,0.0,Low Risk,9.286302931625103,83.33666386826121,2026-06-10
PRJ-IN-2026-3647,Railways,West,Railways,2022-03-05,2025-03-04,61.85719314627205,86.36107165715617,In-Review,True,Tier 1,113.95127798119661,39,113.95127798119661,15.279494311179782,13.408795918639097,0.0,Low Risk,27.616346192063354,85.90218544883074,2028-06-03
PRJ-IN-2026-3648,Railways,West,Railways,2018-06-30,2020-09-28,54.704507747884946,82.9230040086594,Cleared,False,Tier 1,2318.104940911918,0,2318.104940911918,1252.1437268919378,54.01583443411141,0.0,Low Risk,31.915292410093862,94.1289568367403,2020-09-28
PRJ-IN-2026-3649,Highways,North,PWD,2025-08-14,2029-03-14,5.579068270181786,86.2710367417207,In-Review,False,Tier 1,1087.0783651857687,2,1087.0783651857687,146.91602543061703,13.51475938954142,0.0,Low Risk,24.342075976409824,89.90790478979301,2029-05-13
PRJ-IN-2026-3650,Water Resources,East,CWD,2020-08-24,2023-03-25,47.42476828706117,77.52933308566055,In-Review,False,Tier 1,172.28163667127546,23,172.28163667127546,124.77457616032785,72.42476828706117,0.0,Low Risk,8.483510289542556,75.6968608822929,2025-02-22
PRJ-IN-2026-3651,Highways,West,PWD,2021-07-04,2024-07-03,5.125566166249007,61.8748960679377,Cleared,False,Tier 3,208.3749629978415,0,208.3749629978415,62.774137351811625,30.12556616624901,0.0,Low Risk,8.651945180396792,92.02529945190977,2024-07-03
PRJ-IN-2026-3652,Highways,South,NHAI,2023-01-13,2026-03-14,16.85013089920305,45.81545646030714,Cleared,False,Tier 2,85.29701874461439,18,85.29701874461439,33.24657500940267,38.977417380723914,0.0,Low Risk,8.449603209789824,87.4779846606951,2027-09-12
PRJ-IN-2026-3653,Railways,North,Railways,2024-11-10,2028-09-10,47.55923076688702,94.68914355061307,Cleared,False,Tier 2,198.5132971240836,0,198.5132971240836,75.46452373743007,38.014845771394285,0.0,Low Risk,30.801000999268112,82.50486251668153,2028-09-10
PRJ-IN-2026-3654,Highways,South,NHAI,2024-05-12,2029-04-11,40.61743975835604,80.69085575195736,Pending,False,Tier 1,140.04687086391772,4,140.04687086391772,91.8951711225939,65.61743975835604,0.0,Low Risk,24.968391091903236,88.56296587624573,2029-08-10
PRJ-IN-2026-3655,Railways,South,Railways,2024-03-10,2026-06-09,4.793693030505908,32.71026748627514,Cleared,False,Tier 2,221.079416012585,38,221.079416012585,54.597994179270074,24.696100235836553,0.0,Low Risk,18.959352731894505,87.8775221467591,2029-08-08
PRJ-IN-2026-3656,Highways,North,PWD,2018-11-05,2021-11-04,13.72248398616569,89.80087711201469,Cleared,False,Tier 3,644.7932876646372,43,757.9593309502451,247.79497382121207,32.69238383945407,17.550747728079106,Medium Risk,31.965901067557375,95.71824849355828,2025-06-04
PRJ-IN-2026-3657,Highways,North-East,NHAI,2018-09-16,2020-03-16,46.52938307035767,92.65953362122727,Cleared,False,Tier 2,2528.294039117798,0,2528.294039117798,1245.8219003381291,49.27519825869763,0.0,Low Risk,20.92538401950226,73.60941329226621,2020-03-16
PRJ-IN-2026-3658,Railways,East,Railways,2024-08-25,2029-01-24,96.76595503992743,87.48252124212823,Cleared,False,Tier 3,107.60915851077013,27,107.60915851077013,38.666447251754036,35.93230147588607,0.0,Low Risk,16.355351236709005,75.17120476990041,2031-04-25
PRJ-IN-2026-3659,Water Resources,West,PWD,2025-04-20,2028-04-19,48.63958708128047,96.19509023097415,In-Review,False,Tier 2,50.0,1,50.0,20.966572692341206,41.93314538468241,0.0,Low Risk,13.66065397029713,79.7506437306192,2028-05-19
PRJ-IN-2026-3660,Highways,North,NHAI,2022-12-28,2025-08-28,77.25535095826439,97.40259547672764,Cleared,False,Tier 1,166.55197157746818,0,166.55197157746818,76.22813775951755,45.768379105654496,0.0,Low Risk,23.54187307208629,87.5228327851537,2025-08-28
PRJ-IN-2026-3661,Highways,West,PWD,2025-04-14,2028-04-13,44.305818355335546,74.98765207104763,Pending,True,Tier 1,262.0399421496905,60,353.55575939142807,102.9334478545443,29.113780534001933,34.92437698274987,High Risk,26.61957231561862,78.19589283867093,2033-04-13
PRJ-IN-2026-3662,Water Resources,East,PWD,2020-07-16,2023-08-16,19.17248145424194,75.35820366973658,Cleared,False,Tier 3,454.181950397375,34,454.181950397375,200.6234378077948,44.17248145424194,0.0,Low Risk,11.970237052444363,94.54885480836765,2026-06-15
PRJ-IN-2026-3663,Water Resources,North-East,PWD,2020-10-23,2023-01-22,2.118211237569867,45.35970903676202,In-Review,False,Tier 1,895.7146542267659,41,1088.0980169526256,133.9143862138374,12.307198811820632,21.478197528423426,High Risk,31.615810675427163,79.41370108638995,2026-06-23
PRJ-IN-2026-3664,Power & Energy,East,PWD,2019-05-12,2023-07-12,37.54930424338606,87.05202214281009,Cleared,True,Tier 1,50.0,11,55.42454312759052,13.704066847067706,24.7256288888483,10.849086255181035,Medium Risk,34.691510342418674,86.23345611244805,2024-06-10
PRJ-IN-2026-3665,Highways,West,PWD,2024-05-07,2027-12-06,91.94912019632153,99.6943464141481,Cleared,False,Tier 1,341.30406713097085,27,404.50063943535145,369.9769583043898,91.46511086381625,18.516208387323367,Medium Risk,16.42894470954646,71.12377321313168,2030-03-06
PRJ-IN-2026-3666,Railways,South,Railways,2023-05-11,2027-02-08,32.482460707225755,60.97361629657754,Cleared,False,Tier 2,2328.874927874599,0,2328.874927874599,1338.6946153359486,57.482460707225755,0.0,Low Risk,16.77045739113343,80.25632957435315,2027-02-08
PRJ-IN-2026-3667,Highways,East,PWD,2019-10-19,2022-01-17,36.85273803384202,56.76782784190004,Cleared,False,Tier 1,368.14634772706745,14,368.14634772706745,227.70859604078015,61.85273803384202,0.0,Low Risk,33.70124425271378,84.75808270024271,2023-03-19
PRJ-IN-2026-3668,Highways,North-East,PWD,2025-12-29,2028-03-29,69.2719538060294,95.79882979362748,In-Review,False,Tier 2,63.02994752056621,22,63.02994752056621,47.72715925376294,75.721400907386,0.0,Low Risk,32.69950221055985,70.03049853518917,2030-01-27
PRJ-IN-2026-3669,Railways,West,Railways,2018-03-30,2021-01-27,73.6912837670748,78.61763785274931,Cleared,True,Tier 1,50.0,53,57.79160580818786,4.04317468187387,6.996127941648295,15.583211616375719,Medium Risk,31.23232795203438,75.88667360190823,2025-06-28
PRJ-IN-2026-3670,Power & Energy,West,PWD,2024-02-29,2027-11-29,60.838452000260126,95.35820957785018,Pending,False,Tier 3,192.98448334104904,60,256.30098121496155,133.09972571429256,51.93102464272691,32.80911334307502,High Risk,19.31366983585857,89.86212738980441,2032-11-28
PRJ-IN-2026-3671,Railways,North-East,Railways,2019-08-31,2023-03-01,33.82274146862133,86.43196331077083,Cleared,False,Tier 1,1565.4650758617831,5,1565.4650758617831,542.7921623936177,34.67290141204922,0.0,Low Risk,11.265412867987777,74.50949166708989,2023-07-31
PRJ-IN-2026-3672,Power & Energy,North-East,PWD,2024-04-09,2026-06-09,94.52558807088359,83.46134576378476,Cleared,False,Tier 1,211.0485753636452,0,211.0485753636452,89.99603830069144,42.64233394877205,0.0,Low Risk,25.27264709070537,72.95635302896879,2026-06-09
PRJ-IN-2026-3673,Highways,South,PWD,2021-11-15,2025-07-16,35.2510391515124,70.06030341096388,Cleared,False,Tier 1,96.3160007705614,24,96.3160007705614,58.03139133344193,60.2510391515124,0.0,Low Risk,11.839844445123676,80.50749319700893,2027-07-16
PRJ-IN-2026-3674,Railways,North,Railways,2019-11-15,2021-11-14,29.200980875018455,89.61975457984697,In-Review,False,Tier 2,58.65328437511885,0,58.65328437511885,22.30373987020274,38.02641251521142,0.0,Low Risk,22.976171166944383,71.55977775757614,2021-11-14
PRJ-IN-2026-3675,Urban Metro,East,PWD,2018-06-18,2020-10-17,84.31596538314663,84.73257522486611,Cleared,False,Tier 1,2764.535605119712,19,2764.535605119712,1653.1746458613807,59.79936170110545,0.0,Low Risk,16.20817177558636,95.67866980545143,2022-05-18
PRJ-IN-2026-3676,Water Resources,North-East,CWD,2022-12-21,2026-01-20,93.5222151895396,98.75760610873658,Cleared,False,Tier 1,50.0,11,50.0,24.367241437127063,48.73448287425413,0.0,Low Risk,26.362727771232855,94.57512448578,2026-12-20
PRJ-IN-2026-3677,Railways,East,Railways,2019-04-13,2021-01-11,95.65632663782247,89.51943410313311,Cleared,False,Tier 2,149.1211600904676,8,149.1211600904676,82.91159550142264,55.60015456634223,0.0,Low Risk,23.484026825194952,78.35148937080103,2021-09-11
PRJ-IN-2026-3678,Power & Energy,South,PWD,2021-08-07,2023-08-07,53.321823399730064,95.56039724395752,Cleared,False,Tier 1,61.34082581021563,0,61.34082581021563,16.289359401828175,26.55549413734069,0.0,Low Risk,16.7395633005644,75.65583924898264,2023-08-07
PRJ-IN-2026-3679,Highways,East,NHAI,2025-08-09,2030-02-07,86.94913909305781,81.36552557186755,Cleared,False,Tier 2,198.99783592764382,0,198.99783592764382,138.52580637595983,69.61171498685454,0.0,Low Risk,30.598187982697816,70.39094394859457,2030-02-07
PRJ-IN-2026-3680,Highways,North,NHAI,2025-02-06,2029-06-07,18.37101795845536,93.25283368710868,Cleared,True,Tier 1,212.71079283751644,60,212.71079283751644,92.25483616113203,43.37101795845536,0.0,Low Risk,12.424743810687438,72.90676210158023,2034-06-07
PRJ-IN-2026-3681,Power & Energy,North,NTPC,2021-12-14,2027-03-15,88.89990944332524,79.60527768035908,Pending,False,Tier 2,677.9809362766508,33,915.6358756248849,663.1371647019109,72.42367652418014,35.05333655152491,High Risk,30.10079801793566,72.44782295174426,2029-12-13
PRJ-IN-2026-3682,Highways,North,PWD,2023-11-08,2027-04-09,75.81918095182556,92.28569483014465,Cleared,False,Tier 2,50.0,0,50.0,25.459378667660857,50.918757335321715,0.0,Low Risk,23.137509504290794,76.84368408220917,2027-04-09
PRJ-IN-2026-3683,Railways,North,Railways,2024-08-02,2028-03-02,39.91872293316061,86.59580847305959,Cleared,False,Tier 2,236.81105700741068,8,236.81105700741068,101.66171461703829,42.92946279694065,0.0,Low Risk,30.693632003858042,72.1311557534437,2028-10-31
PRJ-IN-2026-3684,Railways,West,Railways,2022-11-08,2025-09-07,24.51844515992133,72.25838107813584,In-Review,False,Tier 1,50.0,26,57.49999999999999,28.473105966954762,49.51844515992133,14.999999999999986,Medium Risk,12.487360352224293,70.41408854344294,2027-11-07
PRJ-IN-2026-3685,Highways,South,NHAI,2019-08-27,2022-03-27,75.96497927232738,86.73818512950689,Pending,False,Tier 1,50.0,37,50.0,35.09345505246011,70.18691010492022,0.0,Low Risk,15.250355708886358,86.13405828001683,2025-04-26
