sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
ROAD TRANSPORT AND HIGHWAYS,OF HIGHWAY TO 2 LANE WITH FROM KM 0.00 TO KM ) ),402.94,,402.94,247.12,2019,2022.0,,,,0.0,0,0.0,76.54
ROAD TRANSPORT AND HIGHWAYS,OF HIGHWAY TO 2 LANE WITH FROM KM 13.00 TO KM ) ),295.97,,295.97,249.8,2020,2023.0,,,,0.0,0,0.0,95.66
ROAD TRANSPORT AND HIGHWAYS,OF HIGHWAY TO 2 LANE WITH FROM KM 26.10 TO KM ) ),242.97,,244.45,246.91,2020,2022.0,,,,0.6091,1,0.006091,100.0
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED INCLUDING GEOMETRIC FROM KM 0.000 TO KM 16.00 ) ),375.8,,375.8,,2017,2022.0,,,,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED INCLUDING GEOMETRIC FROM KM 16.000 TO KM 32.5 ) ),290.05,,290.05,218.36,2017,2020.0,,,,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED GANGTOK BYPASS ROAD FROM ) ),385.15,,385.15,170.32,2021,2024.0,,,,0.0,0,0.0,81.3
ROAD TRANSPORT AND HIGHWAYS,ROLEP- MENLA PKG- 3B ) ),410.6,379.3,379.3,234.98,2020,2024.0,,,,0.0,0,0.0,74.58
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF ROAD TO 2-LANE WITH PAVED ) ),230.45,244.91,244.91,206.95,2020,2023.0,,,,6.2747,1,0.062747,82.32
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF ROAD TO 2-LANE WITH PAVED FROM NEW ROLEP BRIDGE AT ) ),493.42,478.79,478.79,305.2,2020,2023.0,,,,0.0,0,0.0,58.28
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED OF NEW GREEN FIELD FROM CHOCHENPHERI AT KM ) ),816.79,786.6,786.6,332.24,2020,2023.0,,,,0.0,0,0.0,51.45
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF ROAD TO 2-LANE WITH PAVED INCLUDING GEOMETRIC IM ) ),292.8,,292.8,202.92,2020,2022.0,,,,0.0,0,0.0,60.9
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE ROAD WITH OF EXISTING STRETCH L ) ),183.31,439.56,439.56,,2020,2022.0,,,,139.7905,1,1.397905,
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE ROAD WITH PAVED AS REALIGNMENT ALIGNMENT) ) ),262.84,414.2,414.2,221.86,2020,2023.0,,,,57.5864,1,0.575864,47.57
PETROLEUM,RAIL FED DEPOT AT AGARTALA AS RESITEMENT DHARMANAGAR DEPOT ),656.0,,656.0,415.86,2022,2025.0,,,,0.0,0,0.0,82.2
ROAD TRANSPORT AND HIGHWAYS,?TELIAMURA-AMARPUR-HARINA- SECTION PKG-4 ) ),726.9,,726.9,0.0,2024,2026.0,,,,0.0,0,0.0,3.1
ROAD TRANSPORT AND HIGHWAYS,NAGAR TO KHAYERPUR ) ),920.66,,920.66,73.41,2023,2026.0,,,,0.0,0,0.0,22.0
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER AGARTALA ) ),2026.05,,,26.34,2023,2027.0,,,,0.0,0,0.0,8.38
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF DESIGN KM 25.250 TO KM ) ),174.43,,,9.34,2020,2026.0,0.0,0.0,6.0,0.0,0,0.0,16.61
ROAD TRANSPORT AND HIGHWAYS,AND WIDENING TO 2-LANE SHOULDER OF ROAD FROM ) ),431.78,,,52.82,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,34.61
ROAD TRANSPORT AND HIGHWAYS,?TELIAMURA-AMARPUR-HARINA- PACKAGE-2 ) ),657.21,,657.21,26.37,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,31.5
ROAD TRANSPORT AND HIGHWAYS,?TELIAMURA-AMARPUR-HARINA- PACKAGE-3 ) ),670.9,,670.9,,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND WIDENING TO 2-LANE PAVED SHOULDER FROM TO SRIMANTAPUR ) ),195.95,,195.95,38.1,2023,2024.0,,,,0.0,0,0.0,45.3
ROAD TRANSPORT AND HIGHWAYS,FROM MANU-SIMLUNG PKG-2 ) ),456.88,,456.88,122.23,2022,2025.0,,,,0.0,0,0.0,49.88
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 0.00 TO KM 18.600 OF SECTION ) ),277.5,302.02,302.02,260.38,2020,2022.0,,,,8.836,1,0.08836,99.94
ROAD TRANSPORT AND HIGHWAYS,FROM JOLAIBARI - BELONIA ) ),201.99,,287.47,148.22,2020,2022.0,,,,42.3189,1,0.423189,100.0
ROAD TRANSPORT AND HIGHWAYS,TO KHOWAI PKG-4 ) ),159.13,171.5,171.5,,2020,2022.0,,,,7.7735,1,0.077735,
CIVIL AVIATION,"OF NEW INTEGRATED AT VSI AIRPORT,",417.23,707.73,707.73,698.8,2013,2018.0,57.0,1.0,5.0,69.6259,1,0.696259,100.0
RAILWAYS,RAIPUR,235.72,,235.72,55.79,2019,2025.0,10.0,1.0,6.0,0.0,0,0.0,55.0
ROAD TRANSPORT AND HIGHWAYS,"HARD SHOLDER , AND UP GRADATION OF KM 242.0 TO KM 298.0 OF N",409.85,,409.85,214.23,2017,2019.0,66.0,1.0,2.0,0.0,0,0.0,95.1
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION OF KM 206.00 TO KM 242.00 TO AUSTIN CREEK) O,234.27,,234.27,126.5,2018,2020.0,58.0,1.0,2.0,0.0,0,0.0,82.97
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION TO 2 LANE WITH CONFIGURATION FROM EXISTING KM.,237.8,,238.0,222.13,2017,2019.0,0.0,0.0,2.0,0.0841,1,0.000841,98.0
ROAD TRANSPORT AND HIGHWAYS,BULDHANA,401.0,401.0,401.0,260.08,2017,2019.0,53.0,1.0,2.0,0.0,0,0.0,97.0
ROAD TRANSPORT AND HIGHWAYS,OVER MIDDLE STRAIT,371.8,207.99,207.99,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,4.68
CIVIL AVIATION,AND ASSOCIATED WORK AT AIRPORT,611.8,,611.8,,2020,2023.0,29.0,1.0,3.0,0.0,0,0.0,
CIVIL AVIATION,AIRPORT: CONSTRUCTION TERMINAL BUILDING WORKS INCLUD,347.15,347.15,347.15,75.17,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,44.5
CIVIL AVIATION,CONSTRUCTION OF TERMINAL BUILDING AND WORKS INCLUDING MA,265.91,265.91,265.91,39.49,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,27.0
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CAMPUS OF TECHNOLOGY MERLAPAKA VILLAGE YE ),655.34,,655.34,366.21,2019,2020.0,0.0,0.0,1.0,0.0,0,0.0,95.0
DEPARTMENT OF HIGHER EDUCATION,"OF PERMANENT CAMPUS JANGALAPALLI VILLAGE, CHITTOOR DISTRIC )",588.72,656.39,656.39,630.55,2019,2022.0,21.0,1.0,3.0,11.4944,1,0.114944,100.0
PETROLEUM,CLUSTER II DEVELOPMENT,34012.0,,34012.0,33149.29,2016,2020.0,60.0,1.0,4.0,0.0,0,0.0,96.4
PETROLEUM,OLEFINS AND AROMATICS DEMO UNIT AT VISAKH,160.0,220.0,220.0,50.04,2021,2024.0,21.0,1.0,3.0,37.5,1,0.375,58.3
PETROLEUM,"AT KURNOOL, GUNTUR AND",1420.0,,1420.0,152.86,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,6.1
PETROLEUM,PIPELINE FROM COASTAL INSTALLATION INSTALLATION AT,1932.0,,1932.0,1491.65,2019,2025.0,7.0,1.0,6.0,0.0,0,0.0,92.6
PETROLEUM,IN VR,193.0,,193.0,0.38,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,23.0
PETROLEUM,OF AVIATION FUEL FARM BHOGAPURAM AIRPORT,240.0,,240.0,,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,SCHEME FOR SOLAR,1249.0,,1249.0,568.7,2023,2025.0,6.0,1.0,2.0,0.0,0,0.0,56.7
POWER,OF 1500MVA 3RD CAPACITY AT SUBSTATION,164.0,,164.0,60.0,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,21.0
POWER,SYSTEM FOR OF KURNOOL-IV REZ PHASE-,5000.0,,5000.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,SYSTEM STRENGTHENING III PS FOR INTEGRATION OF RE GENERATION PRO,2886.0,,2886.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
RAILWAYS,KALAHASTI,2312.0,,3122.35,1935.77,2011,2027.0,0.0,0.0,16.0,35.0497,1,0.350497,35.0
RAILWAYS,- KORAPUT DOUBLING,2499.71,,2499.71,1950.16,2015,2022.0,0.0,0.0,7.0,0.0,0,0.0,70.0
RAILWAYS,EXCL.,294.67,307.66,307.66,206.8,2019,2026.0,0.0,0.0,7.0,4.4083,1,0.044083,60.0
RAILWAYS,GOOTY-PENDAKALLU,351.83,,351.83,0.0,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,
RAILWAYS,KAZIPET BYEPASS LINE,647.37,,226.72,242.64,2016,2025.0,0.0,0.0,9.0,0.0,0,0.0,
RAILWAYS,GOOTY - BYPASS,302.0,,302.0,219.08,2016,2025.0,0.0,0.0,9.0,0.0,0,0.0,50.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 58-600 TO KM 140-750 IN,271.45,,,238.23,2015,2015.0,,,,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANING OF ROAD TO 1,314.43,,348.72,85.61,2018,2020.0,48.0,1.0,2.0,10.9054,1,0.109054,69.64
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF FROM KM 14.900 TO KM CH.14.900 TO 69,290.15,,236.16,205.02,2016,2017.0,90.0,1.0,1.0,0.0,0,0.0,90.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF FROM DESIGN CHAINAGE 102.20 OF KALYANDURG,289.67,290.0,285.29,254.19,2018,2018.0,75.0,1.0,0.0,0.1139,1,0.001139,98.5
ROAD TRANSPORT AND HIGHWAYS,OF TIMMAPURAM TO SECTION FROM KM 26.150,350.61,,411.18,407.92,2016,2017.0,100.0,1.0,1.0,17.2756,1,0.172756,98.2
ROAD TRANSPORT AND HIGHWAYS,OF 2L+PS FROM NH-216,263.45,,263.45,208.15,2017,2017.0,93.0,1.0,0.0,0.0,0,0.0,85.0
ROAD TRANSPORT AND HIGHWAYS,VIJAYAWADA BYPASS FROM CH. 30+000) TO,1601.1,,1601.1,,2019,2024.0,6.0,1.0,5.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2- SHOULDERS OF PADERU-GONDIGUDA,222.61,,222.61,120.46,2020,2021.0,51.0,1.0,1.0,0.0,0,0.0,95.0
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ACCESS NEW GREENFIELD HIGHWAY NH 365BG FROM RECHARLA VI,517.05,,655.06,520.94,2021,2022.0,33.0,1.0,1.0,26.6918,1,0.266918,91.97
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ACCESS NEW GREENFIELD HIGHWAY,622.0,,817.91,541.73,2021,2022.0,33.0,1.0,1.0,31.4968,1,0.314968,75.96
ROAD TRANSPORT AND HIGHWAYS,BYPASS FROM KM. 371.920 OF NH-16,757.45,,757.45,607.76,2019,2023.0,19.0,1.0,4.0,0.0,0,0.0,99.41
ROAD TRANSPORT AND HIGHWAYS,TO KANNIGAIPAIR TO KM 116.100 OF NH 716B,818.73,,1105.0,563.32,2021,2025.0,0.0,0.0,4.0,34.9651,1,0.349651,24.92
ROAD TRANSPORT AND HIGHWAYS,KAVERI RAJA PURAM TO FROM KM 61.380 TO KM,1102.63,,1303.0,1107.66,2021,2025.0,0.0,0.0,4.0,18.172,1,0.18172,94.17
ROAD TRANSPORT AND HIGHWAYS,TO KUMARAJAPET TO KM 43.800 OF NH-716B,1484.83,,1768.0,1523.09,2021,2024.0,0.0,0.0,3.0,19.0709,1,0.190709,91.85
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM.127.000 TO KM TO GUDIP,1137.74,,1289.0,1256.44,2020,2024.0,0.0,0.0,4.0,13.2948,1,0.132948,97.1
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM.71.000 TO KM,1075.27,,,,2020,2024.0,,,,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,TO PILERU SECTION TO KM 55.900 OF NH- - N/05060/01002/A,1852.12,,1787.0,777.18,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,90.0
ROAD TRANSPORT AND HIGHWAYS,POYYA - NAIDUPETA KM 183.4 OF NH 71 -,1863.09,,2238.0,1227.61,2020,2024.0,11.0,1.0,4.0,20.123,1,0.20123,98.76
ROAD TRANSPORT AND HIGHWAYS,? SABBAVARAM NH-130CD ROAD FROM KM,824.29,,924.0,514.33,2021,2024.0,17.0,1.0,3.0,12.0965,1,0.120965,75.54
ROAD TRANSPORT AND HIGHWAYS,? KORLAM SECTION OF NH- FROM KM 396.800 TO KM 2),663.6,,768.0,463.08,2021,2024.0,21.0,1.0,3.0,15.7324,1,0.157324,98.8
ROAD TRANSPORT AND HIGHWAYS,SECTION OF NH- FROM KM 365.033 TO KM 1),922.5,,1128.68,534.48,2021,2024.0,21.0,1.0,3.0,22.3501,1,0.223501,84.03
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD KODUR 0.000 KMS TO KMS OF NH 544G PACKA,912.94,,912.94,238.71,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,57.4
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD VANAVOLU 24.300 KM. TO 45.700 KM. OF NH 5,750.81,,750.81,145.15,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,49.1
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD VANKARAKUNTA 45.700 72.000 KM. OF NH,992.89,,992.89,197.36,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,43.9
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD ODULAPALLE 72.000 KM. 96.300 KM.,1058.9,,1058.9,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD NALLACHERUVU PALLI YERRAGUDIPADU 129.000,1253.24,,1253.24,156.38,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,20.09
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD YERRAGUDIPADU 129.000 160.000 KM.,1200.42,,1200.42,98.18,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,7.2
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD AUDIREDDIPALLE 160.000 176.000 KM. PA,956.14,,956.14,215.17,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,40.2
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD MALLAPALLE 176.000 KM. 196.000 KM. PACK,909.02,,909.02,129.52,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,18.1
ROAD TRANSPORT AND HIGHWAYS,BADVEL FROM KM 585.820 SECTION OF NH 67,1063.72,,1063.72,467.74,2022,2025.0,2.0,1.0,3.0,0.0,0,0.0,77.09
ROAD TRANSPORT AND HIGHWAYS,OF 4-LANE HIGHWAY TO ACHAMPETA KM. 0.000 TO KM. 12.250,648.75,,648.75,240.26,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,60.74
ROAD TRANSPORT AND HIGHWAYS,KM. 0+000 TO KM. 32+000 TO PUTTAPARTHI) OF NH-342,401.72,,401.72,139.07,2022,2024.0,9.0,1.0,2.0,0.0,0,0.0,80.0
ROAD TRANSPORT AND HIGHWAYS,TOVEMPALLI 2LPS,439.82,,439.82,119.72,2021,2024.0,14.0,1.0,3.0,0.0,0,0.0,26.73
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER FROM KM 51.119 OF TADIPATRI TO NH67,724.17,,724.17,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,KM 0.000 TO KM 64.020 AKIVEEDU SECTION TO TWO SHOULDERS,529.24,,529.24,224.81,2020,2023.0,27.0,1.0,3.0,0.0,0,0.0,51.78
ROAD TRANSPORT AND HIGHWAYS,TO KM. 107.224 OF DUTTALUR TO KAVALI,423.67,,423.67,145.72,2021,2024.0,8.0,1.0,3.0,0.0,0,0.0,60.53
ROAD TRANSPORT AND HIGHWAYS,MACHERLA TO FROM KM.0.000 TO 43.659 TO,403.22,,403.22,201.69,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,97.0
ROAD TRANSPORT AND HIGHWAYS,NELLORE BORDER TO FROM KM 58.635 TO KM,285.5,,285.5,204.29,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,95.0
ROAD TRANSPORT AND HIGHWAYS,TO KONTA,388.71,,388.71,159.29,2021,2024.0,6.0,1.0,3.0,0.0,0,0.0,80.0
ROAD TRANSPORT AND HIGHWAYS,2LPS OF - KOYYURU SECTION KM.43.700 TO KM 113.820,568.12,,568.12,215.09,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,91.05
ROAD TRANSPORT AND HIGHWAYS,2 LANE ROB AND ROAD OF NH165 IN OF LC NO 3ESPL3 AT KM,317.22,,317.22,84.57,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,80.0
ROAD TRANSPORT AND HIGHWAYS,TO ARAKU KM 27.480 TO KM 51.772 NH 516E,296.66,,296.66,190.3,2020,2023.0,15.0,1.0,3.0,0.0,0,0.0,87.49
ROAD TRANSPORT AND HIGHWAYS,TO CHAPRATHIPALEM NH 516E,349.29,,349.29,114.53,2020,2024.0,11.0,1.0,4.0,0.0,0,0.0,76.0
ROAD TRANSPORT AND HIGHWAYS,TO SECTION OF NH 516E,311.22,,311.22,,2020,2024.0,8.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,KM 56.400 TO KM 120.300 JUNCTION TO NH 716G,839.98,,839.98,146.12,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,67.0
ROAD TRANSPORT AND HIGHWAYS,ROAD CONNECTING SOUTH INDUSTRIAL CLUSTER CREEK NEAR,609.43,,609.43,25.24,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,52.45
ROAD TRANSPORT AND HIGHWAYS,NH 544D FROM EXISTING KM,907.76,,907.76,388.4,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,81.35
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANING OF - TURPUKANUPUR KM.57+046 TO KM.91+927,1398.84,,1398.84,58.68,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,16.0
ROAD TRANSPORT AND HIGHWAYS,KURNOOL,827.39,,827.39,333.74,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,99.15
ROAD TRANSPORT AND HIGHWAYS,EXISTING KM 39.380 MUCHUKOTA ?,972.63,,1055.23,309.39,2022,2025.0,0.0,0.0,3.0,8.4924,1,0.084924,53.38
ROAD TRANSPORT AND HIGHWAYS,MANDLEM,887.28,,887.28,293.88,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,84.5
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM.96.000 TO KM TO BANGAR,1942.94,2171.0,2171.0,,2021,2025.0,0.0,0.0,4.0,11.7379,1,0.117379,
ROAD TRANSPORT AND HIGHWAYS,TO KALUR SECTION FROM KM 92.800 AND KM 94.500 TO,1047.32,,1047.32,301.2,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,88.0
ROAD TRANSPORT AND HIGHWAYS,"OF 1 NOS ROB, 2 NOS ROADS, PROVISION OF CONSTRUCTION OF OTHE",152.05,,152.05,136.12,2023,2024.0,0.0,0.0,1.0,0.0,0,0.0,76.63
ROAD TRANSPORT AND HIGHWAYS,TO THATCHUR FROM TO VEERA KAVERI RAJA KM 43.800 TO KM 61.380 O,591.99,703.0,703.0,496.65,2021,2025.0,0.0,0.0,4.0,18.752,1,0.18752,65.28
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ACCESS HIGHWAY FROM CROSS ROAD TO KM 0+000,909.47,,909.47,97.03,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,30.4
ROAD TRANSPORT AND HIGHWAYS,OF BALANCE WORKS 7 LOCATIONS) AND LISTED,166.52,,166.52,57.29,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,98.0
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD,976.4,,976.4,229.68,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,41.0
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD SOMAVARAPPADU TO MUPPAVARAM O,1103.89,,1103.89,133.88,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,14.5
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDERS FROM KM 78+760) PUTTA,1318.57,,1318.57,201.0,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,56.0
ROAD TRANSPORT AND HIGHWAYS,? DHONE SECTION OF KM.0/0 TO 56/200 [DESIGN KM 53/33],629.73,,629.73,103.0,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,62.0
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER OF LAMBASINGI TO,361.24,,361.24,7.0,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,26.0
ROAD TRANSPORT AND HIGHWAYS,TO ADONI TOWN ROAD) FROM KM.62/700 TO,361.24,,361.24,109.65,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,56.0
ROAD TRANSPORT AND HIGHWAYS,SECTION 0+00 TO 47+000) OF NH-,1064.24,,1064.24,80.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,60.0
ROAD TRANSPORT AND HIGHWAYS,BORDER- SECTION OF NH-167K KM 248+010 TO KM 269+900,292.63,,292.63,61.36,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,20.0
ROAD TRANSPORT AND HIGHWAYS,KUNTA JUNCTION FROM KM 244+000 TO 267+990,244.83,,244.83,104.32,2022,2024.0,26.0,1.0,2.0,0.0,0,0.0,74.0
ROAD TRANSPORT AND HIGHWAYS,TO MALLAPALEM SECTION KM 133+922 TO KM 154+216 KM 133+922 TO,393.61,,393.61,40.0,2024,2024.0,24.0,1.0,0.0,0.0,0,0.0,24.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE ACCESS GREEN FIELD HIGHWAY,1092.18,,1092.18,0.14,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,
WATER RESOURCES,IRRIGATION PROJECT,10151.04,,55548.87,23775.68,2009,2020.0,93.0,1.0,11.0,447.2234,1,4.472234,76.0
CIVIL AVIATION,OF NEW GREEN FIELD HOLLONGI ITANAGAR PRADESH,645.63,732.0,732.0,693.71,2019,2022.0,34.0,1.0,3.0,13.3776,1,0.133776,99.72
POWER,H.E.P,6285.33,,26075.54,24213.84,2003,2010.0,188.0,1.0,7.0,314.8635,1,3.148635,96.49
POWER,PROJECT 2880 MW PRADESH,31876.39,,31876.39,,2023,2032.0,0.0,0.0,9.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF JORAM KOLORIANG ROAD BASIS FROM DESIGN KM. 154+036 [EX,180.57,244.1,180.57,160.46,2017,2023.0,13.0,1.0,6.0,35.183,1,0.35183,96.62
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE ROAD WITH FROM KM16.00 OF SECTION TO KM 21.500 OF,1718.59,1718.59,1718.59,728.21,2017,2022.0,45.0,1.0,5.0,0.0,0,0.0,73.64
ROAD TRANSPORT AND HIGHWAYS,OF HAYULIANG? HAWAI ON EPC BASIS FROM TO KM. 63.131 EXISTI,256.66,,256.66,0.0,2017,2023.0,22.0,1.0,6.0,0.0,0,0.0,63.59
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANING WITH HARD OF ARROWA-KHUPA- OF NH-113 FROM,301.06,,301.06,198.22,2020,2022.0,34.0,1.0,2.0,0.0,0,0.0,81.06
ROAD TRANSPORT AND HIGHWAYS,OF 2 LANE ROAD OF SECTION OF NH 13,450.65,,450.65,398.18,2019,2027.0,0.0,0.0,8.0,0.0,0,0.0,95.84
ROAD TRANSPORT AND HIGHWAYS,ITANAGAR TO BANDARDEWA NH-415 FROM KM 40+430 TO B) ON EPC,496.47,,496.47,194.62,2020,2027.0,0.0,0.0,7.0,0.0,0,0.0,42.69
ROAD TRANSPORT AND HIGHWAYS,ROAD FROM,184.88,,184.88,99.32,2020,2022.0,38.0,1.0,2.0,0.0,0,0.0,97.42
ROAD TRANSPORT AND HIGHWAYS,BRIDGE SECTION,275.5,,275.5,7.61,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,6.01
ROAD TRANSPORT AND HIGHWAYS,ROAD PKG-1,898.19,,898.19,7.08,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,4.06
CIVIL AVIATION,OF NEW INTEGRATED AT LGBI AIRPORT,1142.0,,2333.0,1884.13,2016,2021.0,53.0,1.0,5.0,104.2907,1,1.042907,87.93
COAL,OCP - 0.2 MTY,159.77,,159.77,81.45,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,
HEALTH AND FAMILY WELFARE,OF MEDICAL SCIENCE ASSAM,875.0,873.92,860.0,787.9,2017,2021.0,49.0,1.0,4.0,0.0,0,0.0,99.52
PETROLEUM,OF SURFACE FACILITIES AND EVACUATION OF NATURAL GAS FROM NA,543.91,726.93,726.93,491.56,2018,2020.0,64.0,1.0,2.0,33.6489,1,0.336489,93.95
PETROLEUM,REFINERY EXPANSION REFINARY,12366.0,,18968.0,16013.82,2019,2024.0,14.0,1.0,5.0,53.3883,1,0.533883,74.01
PETROLEUM,REFINERY EXPANSION AND PIPELINES,10228.0,,9058.0,9447.83,2019,2024.0,11.0,1.0,5.0,0.0,0,0.0,85.06
PETROLEUM,GUWAHATI REFINERY MMTPA ALONG WITH OF CATALYTIC REFORMING,412.0,595.2,595.2,396.08,2021,2023.0,31.0,1.0,2.0,44.466,1,0.44466,82.8
PETROLEUM,OF FACILITIES AT EXISTING ASSAM,277.0,,277.0,,2022,2026.0,2.0,1.0,4.0,0.0,0,0.0,
PETROLEUM,OF FACILITIES OF PRODUCT PIPELINE OF ADDIT,860.0,,860.0,535.46,2021,2024.0,7.0,1.0,3.0,0.0,0,0.0,96.5
PETROLEUM,CONSTRUCT A FIELD GAS STATION AT BAGHJAN AREA,430.76,,430.76,319.86,2020,2024.0,11.0,1.0,4.0,0.0,0,0.0,83.66
PETROLEUM,OF DIGBOI 0.65 TO 1.0 MMTPA,768.0,,768.0,86.75,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,33.1
PETROLEUM,OF LPG FACILITIES AT ASSAM,156.36,156.36,156.36,41.02,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,31.5
PETROLEUM,"OF NEW RAIL FED POL KAMARDANGA, ASSAM",384.04,,384.04,94.0,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,34.4
